Title,Year,Worldwide_Box_Office,WBO_Adjusted_for_Inflation
The Grinch,2018,512453517.0,592204764.12
Bumblebee,2018,467989645.0,540821144.04
Dying to Survive,2018,451176639.0,521391592.04
A Star Is Born,2018,436388866.0,504302452.58
Rampage,2018,428128233.0,494756247.79
Mamma Mia! Here We Go Again,2018,395044706.0,456524053.74
Solo: A Star Wars Story,2018,392924807.0,454074242.69
Spider-Man: Into the Spider-Verse,2018,375582637.0,434033174.86
Fifty Shades Freed,2018,371985018.0,429875671.71
Hello Mr. Billionaire,2018,366961907.0,424070832.51
The Nun,2018,366050119.0,423017146.31
Monster Hunt 2,2018,361682618.0,417969947.27
Peter Rabbit,2018,351266433.0,405932729.89
Mary Poppins Returns,2018,349537494.0,403934722.51
A Quiet Place,2018,340939361.0,393998493.84
Green Book,2018,321752656.0,371825832.84
Skyscraper,2018,304868961.0,352314590.78
Ocean's Eight,2018,297718711.0,344051573.8
Pacific Rim: Uprising,2018,290930148.0,336206531.83
Maze Runner: The Death Cure,2018,288175335.0,333022997.46
Tomb Raider,2018,274950803.0,317740380.41
Halloween,2018,255485178.0,295245392.13
Crazy Rich Asians,2018,239032921.0,276232731.17
Smallfoot,2018,217940103.0,251857315.85
Creed II,2018,214215889.0,247553516.19
Us and Them,2018,209221380.0,241781730.21
The Island,2018,198326350.0,229191146.95
Christopher Robin,2018,197744377.0,228518603.65
The Equalizer 2,2018,190400157.0,220031429.83
Project Gutenberg,2018,188116796.0,217392717.79
The Mule,2018,174804407.0,202008570.89
The Nutcracker and the Four Realms,2018,173961069.0,201033987.31
Insidious: The Last Key,2018,167885588.0,194013001.65
The Predator,2018,160542134.0,185526713.04
Johnny English Strikes Again,2018,158970776.0,183710810.41
Red Sparrow,2018,151572634.0,175161322.91
More Than Blue,2018,142958164.0,165206214.77
The First Purge,2018,137056262.0,158385821.58
How Long Will I Love U,2018,136796719.0,158085886.86
A Wrinkle in Time,2018,132675864.0,153323718.42
The House with a Clock in Its Walls,2018,131457147.0,151915337.0
Instant Family,2018,120556201.0,139317917.06
A Cool Fish,2018,118153135.0,136540870.78
Game Night,2018,117679066.0,135993024.17
Dragon Ball Super: Broly,2018,115750445.0,133764259.01
The Monkey King 3,2018,115084576.0,132994763.28
First Man,2018,105697415.0,122146713.1
Book Club,2018,104438188.0,120691517.26
Night School,2018,103105878.0,119151864.77
Detective Conan: Zero the Enforcer,2018,101860359.0,117712510.25
Alpha,2018,99630675.0,115135828.77
Along With the Gods: The Last 49 Days,2018,97962238.0,113207739.09
A Simple Favor,2018,97644617.0,112840687.91
Boonie Bears: The Big Shrink,2018,96845907.0,111917677.62
The Favourite,2018,95918706.0,110846179.76
Truth or Dare,2018,95330493.0,110166425.34
Kill Mobile,2018,94870905.0,109635313.36
I Feel Pretty,2018,94539426.0,109252247.51
Blockers,2018,94017294.0,108648858.03
BlacKkKlansman,2018,93400823.0,107936447.93
Goosebumps 2: Haunted Halloween,2018,93320380.0,107843485.88
Shadow,2018,91708374.0,105980609.35
Overboard,2018,91244913.0,105445021.62
Sherlock Gnomes,2018,90497778.0,104581612.76
Detective Dee: The Four Heavenly Kings,2018,90040771.0,104053483.45
"Hello, Mrs. Money",2018,86874070.0,100393960.48
Robin Hood,2018,86489031.0,99948999.28
I Can Only Imagine,2018,86086881.0,99484264.16
Hidden Man,2018,85170581.0,98425363.78
Mortal Engines,2018,83672673.0,96694341.89
iPartment the Movie,2018,81096321.0,93717041.75
Doraemon the Movie: Nobita's Treasure Island,2018,80920916.0,93514339.12
Den of Thieves,2018,80509622.0,93039036.96
Hereditary,2018,80080156.0,92542734.75
Code Blue: The Movie,2018,78778562.0,91038578.48
Tag,2018,78230625.0,90405368.07
Sanju,2018,76693052.0,88628508.27
Vice,2018,76073488.0,87912523.81
Widows,2018,75984700.0,87809918.07
Sicario: Day of the Soldado,2018,75837743.0,87640090.69
Searching,2018,75462037.0,87205914.95
The Spy Who Dumped Me,2018,75320680.0,87042559.09
Animal World,2018,74922830.0,86582793.16
Amazing China,2018,72506343.0,83790237.22
Second Act,2018,72282227.0,83531242.88
Spirited Away 2018 Re-release,2018,70186029.0,81108821.33
Shoplifters,2018,67999335.0,78581820.22
12 Strong,2018,67359190.0,77842051.82
"Love, Simon",2018,66316289.0,76636847.99
Mile 22,2018,66308758.0,76628144.97
Life of the Party,2018,65659911.0,75878320.31
L Storm,2018,64517456.0,74558069.26
Capernaum,2018,64417003.0,74441983.13
Isle of Dogs,2018,64241499.0,74239166.09
Andhadhun,2018,62475342.0,72198148.6
Adrift,2018,59945012.0,69274032.7
The 15:17 to Paris,2018,57176286.0,66074420.1
A or B,2018,56239049.0,64991324.37
Go Brother!,2018,54663060.0,63170070.03
Early Man,2018,54622814.0,63123560.69
Peppermint,2018,53918723.0,62309894.61
Teen Titans GO! To the Movies,2018,52390236.0,60543534.83
Slender Man,2018,51738549.0,59790428.19
Breaking In,2018,51411620.0,59412620.43
Cry Me a Sad River,2018,51400614.0,59399901.61
Once Upon a Deadpool 2018 Re-release,2018,51349833.0,59341217.75
Simmba,2018,51329025.0,59317171.48
Family is Family,2018,49954866.0,57729157.19
Death Wish,2018,49562710.0,57275971.4
The Magic Tuche,2018,47427990.0,54809032.82
Golden Job,2018,47287851.0,54647084.5
Mary Queen of Scots,2018,46712809.0,53982550.84
Uncle Drew,2018,46664414.0,53926624.31
Acrimony,2018,46403669.0,53625300.53
Asterix: The Secret of the Magic Potion,2018,46214871.0,53407120.59
Bajrangi Bhaijaan 2018 Re-release,2018,45579004.0,52672295.96
Winchester,2018,44019588.0,50870193.81
Annihilation,2018,43070915.0,49773882.34
The Possession of Hannah Grace,2018,43016528.0,49711031.29
Long Day's Journey Into Night,2018,42140994.0,48699241.17
Overlord,2018,41657844.0,48140900.32
The Great Battle,2018,41509280.0,47969215.85
The Darkest Minds,2018,41142379.0,47545215.41
"Lost, Found",2018,41043552.0,47431008.32
Holmes & Watson,2018,40466970.0,46764695.0
Intimate Strangers,2018,39576060.0,45735135.97
Thugs of Hindostan,2018,39570044.0,45728183.72
Sink or Swim,2018,39193850.0,45293444.04
Show Dogs,2018,39156854.0,45250690.49
Believer,2018,39047153.0,45123917.13
The Spy Gone North,2018,38844509.0,44889736.39
On the Basis of Sex,2018,38673750.0,44692402.8
Taxi 5,2018,38598227.0,44605126.43
Fat Buddies,2018,37496410.0,43331837.72
Till The End Of The World,2018,37013733.0,42774043.49
2.0,2018,36945969.0,42695733.62
Nothing to Lose,2018,36075317.0,41689585.27
Mia and the White Lion,2018,35487190.0,41009930.24
The Girl in the Spider's Web,2018,35164920.0,40637506.55
The Hate U Give,2018,34934009.0,40370659.73
Nobody's Fool,2018,33705333.0,38950769.42
Baaghi 2,2018,33139063.0,38296372.91
The Hurricane Heist,2018,32517248.0,37577787.14
All About Me,2018,31920159.0,36887775.39
Bad Times at the El Royale,2018,31882724.0,36844514.52
Beautiful Boy,2018,31711319.0,36646434.39
Hunter Killer,2018,31672678.0,36601779.83
Super Troopers 2,2018,31626386.0,36548283.58
The Strangers: Prey at Night,2018,31039126.0,35869630.48
Gintama 2: Rules are Made to be Broken,2018,30896653.0,35704984.93
The Way of the Bug,2018,30355804.0,35079965.6
Clergy,2018,30114115.0,34800663.43
Ice,2018,29806210.0,34444840.32
Free Solo,2018,29390279.0,33964179.51
Dark Figure of Crime,2018,29176133.0,33716706.76
Pad Man,2018,29045020.0,33565189.13
Mirai,2018,28756961.0,33232300.57
Default,2018,27694043.0,32003964.57
One Cut of the Dead,2018,27590180.0,31883937.76
The Happytime Murders,2018,27506452.0,31787179.48
Midnight Sun,2018,27365467.0,31624253.5
VIP Policeman,2018,27222681.0,31459246.24
My Neighbor Totoro 2018 Re-release,2018,27083857.0,31298817.58
The Faces of My Gene,2018,26796279.0,30966484.88
Badhaai Ho,2018,26125610.0,30191442.14
Hichki,2018,26055222.0,30110099.92
White Boy Rick,2018,25957482.0,29997149.0
Champions,2018,25956199.0,29995666.33
"Paul, Apostle of Christ",2018,25915966.0,29949172.02
Keys to the Heart,2018,25375866.0,29325018.25
Stan & Ollie,2018,24420923.0,28221461.0
The Witch: Part 1 - The Subversion,2018,24340302.0,28128293.25
The Accidental Detective 2: In Action,2018,24243825.0,28016801.89
Killing for the Prosecution,2018,23929620.0,27653698.33
Pokémon the Movie: The Power of Us,2018,23740788.0,27435479.1
The Guernsey Literary and Potato Peel Pie Society,2018,23148937.0,26751520.52
The Crimes That Bind,2018,23144130.0,26745965.42
New Happy Dad and Son 3: Adventure in Russia,2018,23130469.0,26730178.41
Padmaavat,2018,22991060.0,26569073.71
Won't You Be My Neighbor?,2018,22844741.0,26399983.62
Europe Raiders,2018,22435156.0,25926656.42
Mojin: The Worm Valley,2018,22381583.0,25864746.05
Stree,2018,22075730.0,25511294.28
Avengers: Endgame,2019,2799439100.0,3062127088.21
The Lion King,2019,1656943394.0,1812424228.27
Frozen II,2019,1450026933.0,1586091567.47
Spider-Man: Far from Home,2019,1131927996.0,1238143518.98
Captain Marvel,2019,1128274794.0,1234147515.35
Joker,2019,1078751311.0,1179976949.97
Star Wars: Episode IX - The Rise of Skywalker,2019,1074144248.0,1174937578.9
Toy Story 4,2019,1073394593.0,1174117579.33
Aladdin,2019,1050693953.0,1149286803.52
Jumanji: The Next Level,2019,801693929.0,876921629.21
Fast & Furious Presents: Hobbs & Shaw,2019,760732926.0,832117012.15
Ne Zha,2019,726063471.0,794194316.39
The Wandering Earth,2019,699856699.0,765528407.41
How to Train Your Dragon: The Hidden World,2019,521799505.0,570763049.95
Maleficent: Mistress of Evil,2019,491730089.0,537872042.16
It Chapter Two,2019,473093228.0,517486373.86
"My People, My Country",2019,450064993.0,492297262.88
Pokémon: Detective Pikachu,2019,433305346.0,473964958.71
The Secret Life of Pets 2,2019,431164459.0,471623179.58
The Captain,2019,417282021.0,456438070.01
Alita: Battle Angel,2019,404980543.0,442982271.31
Godzilla: King of the Monsters,2019,387300138.0,423642808.96
1917,2019,384580017.0,420667442.86
Once Upon a Time... in Hollywood,2019,377426903.0,412843109.71
Shazam!,2019,365971656.0,400312948.89
Dumbo,2019,353284621.0,386435414.08
John Wick: Chapter 3 - Parabellum,2019,327777335.0,358534628.03
Crazy Alien,2019,327598891.0,358339439.57
Knives Out,2019,312897920.0,342258989.19
Terminator: Dark Fate,2019,261119292.0,285621665.17
Parasite,2019,258098332.0,282317230.56
Us,2019,256022707.0,280046837.35
Pegasus,2019,255863112.0,279872266.6
Men in Black: International,2019,253890701.0,277714772.57
Dark Phoenix,2019,252442974.0,276131196.75
Glass,2019,246999039.0,270176425.01
The Bravest,2019,245179562.0,268186215.69
Annabelle Comes Home,2019,231252591.0,252952394.33
Better Days,2019,225918798.0,247118099.87
Ford v Ferrari,2019,225508210.0,246668983.96
Little Women,2019,218843645.0,239379043.26
The Addams Family,2019,203044905.0,222097813.71
Rocketman,2019,195320400.0,213648472.55
Downton Abbey,2019,194694725.0,212964086.75
Weathering with You,2019,192927909.0,211031479.92
The Lego Movie 2: The Second Part,2019,192306508.0,210351769.18
Sheep Without a Shepherd,2019,191602146.0,209581312.71
The White Storm 2: Drug Lords,2019,189396380.0,207168566.59
Abominable,2019,188623517.0,206323181.27
Ip Man 4: The Finale,2019,176345966.0,192893554.78
Gemini Man,2019,173469516.0,189747190.4
Spies in Disguise,2019,171616764.0,187720583.68
Hustlers,2019,157563598.0,172348725.7
The Climbers,2019,156892866.0,171615054.93
Escape Room,2019,155712077.0,170323465.49
Yesterday,2019,154608856.0,169116722.72
The Angry Birds Movie 2,2019,147792047.0,161660252.06
Angel Has Fallen,2019,146661977.0,160424140.89
Ad Astra,2019,127461872.0,139422376.06
Midway,2019,127420861.0,139377516.76
The Upside,2019,125852517.0,137662005.73
Last Christmas,2019,123446172.0,135029859.09
The Curse of La Llorona,2019,123233739.0,134797492.25
Looking Up,2019,122994583.0,134535894.82
Zombieland: Double Tap,2019,122810399.0,134334427.74
Dora and the Lost City of Gold,2019,120597108.0,131913450.51
Extreme Job,2019,119932733.0,131186733.26
Wonder Park,2019,119559110.0,130778050.99
P Storm,2019,117991727.0,129063591.14
Detective Conan: The Fist of Blue Sapphire,2019,115448200.0,126281389.91
The Gentlemen,2019,115171795.0,125979048.18
Pet Sematary,2019,113118226.0,123732780.61
Boonie Bears: Blast Into the Past,2019,112367881.0,122912026.29
Good Boys,2019,111173598.0,121605676.63
Scary Stories to Tell in the Dark,2019,104545505.0,114355630.32
Line Walker 2: Invisible Spy,2019,99482027.0,108817016.12
The Hustle,2019,97409779.0,106550316.79
The New King of Comedy,2019,95618308.0,104590741.43
Adoring,2019,94975692.0,103887824.96
Five Feet Apart,2019,92554209.0,101239119.83
Crawl,2019,91542097.0,100132035.35
Rambo: Last Blood,2019,91490353.0,100075435.91
Jojo Rabbit,2019,90335025.0,98811696.62
Serial (Bad) Weddings 2,2019,87761988.0,95997216.29
One Piece: Stampede,2019,81562741.0,89216257.14
A Dog's Way Home,2019,80708134.0,88281457.3
A Dog's Journey,2019,78870908.0,86271833.47
Cold Pursuit,2019,76419755.0,83590674.24
Cats,2019,75558925.0,82649067.45
A Madea Family Funeral,2019,74747725.0,81761747.74
Charlie's Angels,2019,73279888.0,80156174.88
Doctor Sleep,2019,72381712.0,79173717.69
What Men Want,2019,72216294.0,78992777.54
Exit,2019,69501772.0,76023535.83
After,2019,69497587.0,76018958.13
Playing with Fire,2019,69412425.0,75925804.87
A Beautiful Day in the Neighborhood,2019,67925733.0,74299607.73
War,2019,67179155.0,73482973.89
Doraemon: Nobita's Chronicle of the Moon Exploration,2019,65406606.0,71544096.09
Happy Death Day 2U,2019,64600152.0,70661967.73
White Snake,2019,62098770.0,67925866.21
Bombshell,2019,61404394.0,67166332.79
Ashfall,2019,61354854.0,67112144.15
Ma,2019,61220784.0,66965493.57
My Best Summer,2019,60011073.0,65642268.2
Ready or Not,2019,57615777.0,63022207.36
Jade Dynasty,2019,57149764.0,62512465.6
The Perfect Secret,2019,56573047.0,61881631.82
The Big Shot,2019,56040681.0,61299310.76
Hellboy,2019,55064690.0,60231736.73
Les Misérables,2019,54606372.0,59730412.03
Long Shot,2019,53873809.0,58929108.29
Just Mercy,2019,50901502.0,55677892.08
Son of a Rich,2019,50803834.0,55571059.32
Kingdom,2019,50574061.0,55319725.35
Breakthrough,2019,50444358.0,55177851.55
Uncut Gems,2019,50023780.0,54717808.22
21 Bridges,2019,49939757.0,54625900.84
Song of Youth,2019,49615508.0,54271225.63
The Grudge,2019,49511319.0,54157259.96
Little,2019,48987096.0,53583846.0
Isn't It Romantic,2019,48791187.0,53369553.7
The Legend of Hei,2019,48507082.0,53058789.44
Countdown,2019,48021766.0,52527933.36
Midsommar,2019,47863365.0,52354668.65
Queen & Slim,2019,47834125.0,52322684.89
47 Meters Down: Uncaged,2019,47582563.0,52047517.34
Chasing the Dragon II: Wild Wild Bunch,2019,45733356.0,50024788.27
Judy,2019,45701880.0,49990358.69
Child's Play,2019,44907074.0,49120971.32
Richard Jewell,2019,44645542.0,48834898.22
Harriet,2019,43347017.0,47414524.91
A Shaun the Sheep Movie: Farmageddon,2019,43100248.0,47144600.11
Fighting with My Family,2019,41503392.0,45397901.64
Masquerade Hotel,2019,40396244.0,44186863.37
The Last Wish,2019,39756292.0,43486860.87
Uri: The Surgical Strike,2019,39346577.0,43038699.88
Overcomer,2019,38026103.0,41594317.97
T-34,2019,37410850.0,40921332.13
Pain and Glory,2019,37359689.0,40865370.39
A Witness Out of the Blue,2019,37092694.0,40573321.66
The Intruder,2019,36599361.0,40033696.3
The Queen's Corgi,2019,35515687.0,38848334.73
Warrior of the Hornor,2019,34291831.0,37509637.06
The Battle: Roar to Victory,2019,34148707.0,37353082.88
The Bad Guys: The Movie,2019,34024386.0,37217096.11
The Good Liar,2019,33856058.0,37032972.89
The Art of Racing in the Rain,2019,33766787.0,36935325.06
Brightburn,2019,33224654.0,36342320.51
Bharat,2019,33185983.0,36300020.78
Fly Me to the Saitama,2019,32802347.0,35880385.93
UglyDolls,2019,32450241.0,35495239.74
Stuber,2019,32390945.0,35430379.64
Hit Me Anyone One More Time!,2019,32333512.0,35367557.36
Somewhere Winter,2019,32218990.0,35242289.08
The Kid Who Would Be King,2019,32140970.0,35156948.0
Two Tigers,2019,32001580.0,35004478.21
Anna,2019,31626978.0,34594725.08
My Dear Liar,2019,31177968.0,34103581.81
The Wild Goose Lake,2019,31064835.0,33979832.87
My Hero Academia: Heroes Rising,2019,29971229.0,32783607.33
Fall In Love At First Kiss,2019,29206238.0,31946832.68
Gully Boy,2019,28299498.0,30955007.88
Kim Ji-young: Born 1982,2019,27696393.0,30295309.96
Pokémon: Mewtwo Strikes Back - Evolution,2019,27347118.0,29913260.41
Almost a Comedy,2019,26990962.0,29523684.18
Total Dhamaal,2019,26911995.0,29437307.24
Missing Link,2019,26565710.0,29058528.26
No Manches Frida 2,2019,26493648.0,28979704.26
The Confidence Man JP,2019,26228317.0,28689475.68
The Confidence Man JP: The Movie,2019,25958189.0,28393999.96
"The Gangster, the Cop, the Devil",2019,25775371.0,28194027.06
Bodies at Rest,2019,25293853.0,27667325.37
Booksmart,2019,24959607.0,27301715.08
Super 30,2019,24701637.0,27019538.23
Skyfire,2019,24444590.0,26738370.98
Start-Up,2019,24106579.0,26368642.4
Pinocchio,2019,23841090.0,26078241.0
A Rainy Day in New York,2019,23805899.0,26039747.81
The Peanut Butter Falcon,2019,23712090.0,25937136.16
Little White Lies 2,2019,23623665.0,25840413.72
Ossan's Love: Love or Dead,2019,23422744.0,25620639.11
Only Cloud Knows,2019,23414998.0,25612166.25
Dark Waters,2019,23108017.0,25276379.4
The Farewell,2019,23076657.0,25242076.71
The Knight of Shadows: Between Yin and Yang,2019,22936257.0,25088502.14
Black and Blue,2019,22741061.0,24874989.74
Late Night,2019,22386555.0,24487218.34
Unplanned,2019,21585326.0,23610805.27
Crazy Romance,2019,21386368.0,23393177.86
Shaft,2019,21360215.0,23364570.77
Hotel Mumbai,2019,21314816.0,23314911.71
Integrity,2019,21290004.0,23287771.45
The Secret Mission,2019,21083522.0,23061914.02
This Is Tomas,2019,20084169.0,21968785.8
The Specials,2019,19363826.0,21180848.74
Always Miss You,2019,19015465.0,20799798.96
An Officer and a Spy,2019,18899214.0,20672639.44
Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,2019,18738951.0,20497338.01
Greta,2019,18653107.0,20403438.75
The Eight Hundred,2020,461421559.0,484545795.65
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,453230408.0,475944143.42
Bad Boys for Life,2020,426505244.0,447879642.32
"My People, My Homeland",2020,422390820.0,443559023.11
Tenet,2020,365304105.0,383611395.61
Sonic the Hedgehog,2020,319715683.0,335738300.43
Dolittle,2020,251410631.0,264010126.65
Jiang Ziya,2020,240646355.0,252706396.74
A Little Red Flower,2020,216000000.0,226824884.57
The Croods: A New Age,2020,215905815.0,226725979.47
Birds of Prey,2020,205358461.0,215650042.65
Shock Wave 2,2020,198921659.0,208890658.99
Wonder Woman 1984,2020,169601036.0,178100626.92
The Sacrifice,2020,161047608.0,169118542.11
The Invisible Man,2020,144492724.0,151734006.68
Onward,2020,141940042.0,149053396.5
Warm Hug,2020,129240236.0,135717137.1
Soul,2020,121903885.0,128013123.35
The Call of the Wild,2020,111166669.0,116737809.56
Mamma Mia! 2020 Re-release,2020,84604815.0,88844802.76
Caught in Time,2020,80543319.0,84579764.05
Mulan,2020,69965374.0,73471703.16
The Yin-Yang Master: Dream of Eternity,2020,68000000.0,71407834.03
Stand by Me Doraemon 2,2020,65201374.0,68468954.31
The Rescue,2020,64237554.0,67456832.27
Love You Forever,2020,60670799.0,63711328.61
Greenland,2020,52300000.0,54921025.29
Tolo Tolo,2020,52186426.0,54801759.51
Vanguard,2020,50866901.0,53416106.24
Fantasy Island,2020,49447308.0,51925370.04
Trolls World Tour,2020,49276818.0,51746335.9
The New Mutants,2020,49169594.0,51633738.35
After We Collided,2020,47990414.0,50395463.5
"From Today, It's My Turn: The Movie",2020,47895887.0,50296199.26
Tanhaji: The Unsung Warrior,2020,45221814.0,47488114.54
Unhinged,2020,44331465.0,46553145.52
The End of Endless Love,2020,43950000.0,46152563.32
The War with Grandpa,2020,43387638.0,45562018.43
Peninsula,2020,42698327.0,44838162.47
Monster Hunter,2020,42145959.0,44258112.43
Underwater,2020,40882928.0,42931784.37
Bloodshot,2020,39861118.0,41858766.15
Sarileru Neekevvaru,2020,37389889.0,39263691.0
The Untold Tale of the Three Kingdoms,2020,36747486.0,38589093.84
The Confidence Man JP: Princess,2020,36109913.0,37919568.74
The Man Standing Next,2020,34664900.0,36402138.62
My Mom is a Character 3,2020,34360029.0,36081988.94
Doraemon the Movie: Nobita's New Dinosaur,2020,34218525.0,35933393.44
Deliver Us from Evil,2020,33718703.0,35408522.76
Harry Potter and the Sorcerer's Stone 2020 Re-release,2020,31503136.0,33081922.16
Honest Thief,2020,31220247.0,32784856.12
Like a Boss,2020,30399490.0,31922966.71
The Witches,2020,29303571.0,30772125.51
Bath Buddy,2020,28700000.0,30138306.42
Scoob!,2020,28588425.0,30021139.82
Ala Vaikunthapurramuloo,2020,28477890.0,29905065.33
Emma.,2020,26404660.0,27727934.98
Leap,2020,25818882.0,27112800.6
Gravity 2020 Re-release,2020,24857278.0,26103005.62
The Father,2020,24048935.0,25254152.34
Poupelle of Chimney Town,2020,22715146.0,23853520.23
Gretel & Hansel,2020,22304357.0,23422144.45
Moana 2020 Re-release,2020,21737046.0,22826402.55
Stigmatized Properties,2020,21276720.0,22343007.21
Pokémon the Movie: Secrets of the Jungle,2020,21097921.0,22155247.66
The Photograph,2020,20690779.0,21727701.66
Threads - Our Tapestry of Love,2020,20474270.0,21500342.27
Violet Evergarden: The Movie,2020,20339624.0,21358948.45
Brahms: The Boy II,2020,20311536.0,21329452.82
Interstellar 2020 Re-release,2020,19990000.0,20991802.98
Ice 2,2020,19788995.0,20780724.57
Soul Snatcher,2020,19561221.0,20541535.63
The Turning,2020,19428166.0,20401812.55
Fate/stay night [Heaven's Feel] III. spring song,2020,19252497.0,20217339.86
Promising Young Woman,2020,18854166.0,19799046.42
Takizawa Enbujo Zero,2020,18091395.0,18998048.99
Freaky,2020,18073433.0,18979186.82
The Promised Neverland,2020,17710977.0,18598566.27
Kaiji: Final Game,2020,17645779.0,18530100.86
Hitman: Agent Jun,2020,17601351.0,18483446.34
Digimon Adventure: Last Evolution Kizuna,2020,17361009.0,18231059.55
Bye Bye Morons,2020,16955924.0,17805673.63
Baaghi 3,2020,16726510.0,17564762.5
I Still Believe,2020,16069730.0,16875067.84
The Way Back,2020,15490514.0,16266824.31
Father There is Only One 2,2020,15373181.0,16143611.14
The Personal History of David Copperfield,2020,14399270.0,15120892.39
Nightlife,2020,14308789.0,15025876.91
Pawn,2020,14193957.0,14905290.08
The Post 2020 Re-release,2020,13995207.0,14696579.69
#Alive,2020,13432212.0,14105370.08
Howling Village,2020,13394556.0,14065826.94
Come Play,2020,13182254.0,13842885.38
Samjin Company English Class,2020,12761386.0,13400925.49
Another Round,2020,12745392.0,13384129.95
News of the World,2020,12668325.0,13303200.72
Collectors,2020,12640113.0,13273574.87
Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,2020,12221804.0,12834302.23
Ducobu 3,2020,12157793.0,12767083.31
The Asadas,2020,11888743.0,12484549.81
Wotakoi: Love Is Hard for Otaku,2020,11702371.0,12288837.74
30 jours max,2020,11007713.0,11559366.81
Bigfoot Family,2020,10987975.0,11538639.63
The Voice of Sin,2020,10983063.0,11533481.47
Two by Two: Overboard!,2020,10885076.0,11430583.83
Let Him Go,2020,10835686.0,11378718.64
One Second,2020,10791301.0,11332109.28
Me contro Te - Il film: La vendetta del Signor S,2020,10779891.0,11320127.46
Impractical Jokers: The Movie,2020,10691091.0,11226877.23
Honest Candidate,2020,10597464.0,11128558.1
The Hunt,2020,10550350.0,11079082.97
Street Dancer 3D,2020,10339127.0,10857274.48
My Spy,2020,10200000.0,10711175.1
100% Wolf,2020,9766489.0,10255938.61
Stolen Identity 2,2020,9687188.0,10172663.43
Inception 10th Anniversary re-release,2020,9581100.0,10061258.8
10 Days with Dad,2020,9472077.0,9946772.09
Secret Zoo,2020,9471940.0,9946628.23
365 Days,2020,9458590.0,9932609.19
Okay Madam,2020,9433525.0,9906288.05
L'appel de la forêt,2020,9317347.0,9784287.77
The Closet,2020,9039424.0,9492436.6
Malasaña 32,2020,8968845.0,9418320.52
Break the Silence: The Movie,2020,8954345.0,9403093.85
I Hate Summer,2020,8926071.0,9373402.89
Downhill,2020,8899195.0,9345179.99
Les blagues de Toto,2020,8859185.0,9303164.88
The Secret Garden,2020,8721243.0,9158309.89
War of the Eltis,2020,8613864.0,9045549.57
Malang,2020,8399765.0,8820720.96
Your Eyes Tell,2020,8020474.0,8422421.71
"My Donkey, My Lover & I",2020,7974769.0,8374426.19
AI Amok,2020,7932191.0,8329714.39
The Lost Prince,2020,7837980.0,8230781.99
Antebellum,2020,7792716.0,8183249.57
The Marriage Escape,2020,7760946.0,8149887.41
Spirited Away Studio Ghibli Fest 2020,2020,7732697.0,8120222.71
Princess Mononoke Studio Ghibli Fest 2020,2020,7673800.0,8058374.07
The Heist of the Century,2020,7627100.0,8009333.69
De Gaulle,2020,7501454.0,7877390.92
Fukushima 50,2020,7494243.0,7869818.53
The Best Years,2020,7355020.0,7723618.35
Mamma Mia! Here We Go Again 2020 Re-release,2020,7225624.0,7587737.64
Bohemian Rhapsody 2020 Re-release,2020,7158262.0,7516999.78
The (UN)perfect Guy,2020,7154649.0,7513205.71
Spycies,2020,7128952.0,7486220.9
Back to the Wharf,2020,7090000.0,7445316.81
Adu,2020,7085946.0,7441059.65
Fatale,2020,7031289.0,7383663.5
Dragon Rider,2020,6977378.0,7327050.74
Jim Button and the Wild 13,2020,6933267.0,7280729.11
Psy 3: W imie zasad,2020,6725146.0,7062178.08
Blood Moon Party,2020,6709383.0,7045625.11
Innocence,2020,6688330.0,7023517.04
Shubh Mangal Zyada Saavdhan,2020,6574905.0,6904407.72
Chhapaak,2020,6532100.0,6859457.54
"Love Me, Love Me Not",2020,6494241.0,6819701.23
Hammamet,2020,6434874.0,6757359.04
Lindenberg! Mach dein Ding,2020,6404964.0,6725950.09
Midnight Swan,2020,6397065.0,6717655.23
Nausicaä of the Valley of the Wind 2020 Re-release,2020,6395525.0,6716038.06
Simply Black,2020,6323750.0,6640666.04
My Boyfriend's Meds,2020,6292780.0,6608143.97
Bill & Ted Face the Music,2020,6274027.0,6588451.16
Hotel Belgrade,2020,6189882.0,6500089.21
How to Be a Good Wife,2020,6033430.0,6335796.59
The Legacy Of Dr. Death: Black File,2020,6024046.0,6325942.31
A Piece of Cake,2020,6008448.0,6309562.61
The Rhythm Section,2020,5989583.0,6289752.19
How I Became a Gangster,2020,5975729.0,6275203.89
The Innocent,2020,5929392.0,6226544.7
Twiceborn,2020,5880157.0,6174842.28
The Royal Bride,2020,5830719.0,6122926.69
Beasts Clawing at Straws,2020,5796059.0,6086529.69
The Lion King 2020 Re-release,2020,5773266.0,6062594.42
Last Letter,2020,5663972.0,5947823.13
Yowamushi Pedal: The Movie 2020 Re-release,2020,5624218.0,5906076.85
Hocus Pocus 2020 Re-release,2020,5609193.0,5890298.86
Klassikokkutulek 2: Pulmad ja matused,2020,5543147.0,5820942.96
Mama Weed,2020,5461144.0,5734830.36
Divorce Club,2020,5316313.0,5582741.12
Cats & Dogs 3: Paws Unite,2020,5300000.0,5565610.59
Cindy La Regia,2020,5222322.0,5484039.74
Run,2020,5184368.0,5444183.67
Love Aaj Kal,2020,5120794.0,5377423.65
Masked Ward,2020,5107013.0,5362952.01
